h0,h1,h2
0.0934160054,-0.00427663699,-0.122057676
0.108416095,0.197998092,-0.0691261962
0.242629915,0.0698221922,-0.0332931727
0.348118782,0.243268713,0.0147106536
-0.252555937,-0.25431639,-0.0411081053
-0.0273995399,0.10221722,-0.0422059894
0.244377062,0.269901544,0.00688505825
-0.0132054863,-0.00128059764,-0.00903915055
-0.17553851,-0.40102756,-0.17834945
0.00827166159,0.0396636091,-0.0837891325
-0.0816274956,0.197295308,-0.00125432317
-0.0079009803,0.00455879979,-0.106717929
0.125450596,0.301658422,0.0782957152
-0.0129877869,-0.0306212287,-0.082864359
-0.0403101929,0.0429880843,-0.0668109655
-0.121029802,0.29608801,-0.211010486
-0.179345295,-0.188937977,-0.154036999
0.106494859,0.0299136396,-0.138591453
-0.0919244364,-0.111926705,0.0291973073
0.0741135702,-0.0261718091,-0.0537787415
-0.0361236297,0.0920157433,-0.0652116016
0.0691538602,-0.0273441598,-0.120080262
0.087260671,0.284817487,-0.0496465191
0.200667039,0.126412079,-0.0319997147
0.221903473,0.320663482,0.0276645627
0.134930104,-0.152202338,-0.0763886049
-0.176591992,-0.229888156,-0.115765318
0.0300435089,-0.00394555368,-0.12395972
0.120276295,0.205867007,-0.0174877401
0.0431183428,-0.10045518,-0.042155087
0.170580715,0.25145483,0.0220185127
0.0949297398,0.0213384945,-0.125411019
0.130658507,0.186378688,0.0248507876
-0.0101417331,-0.185452104,-0.175619453
-0.106469639,0.0127763571,-0.0294960923
0.0959813371,0.2653175,-0.0300220121
-0.131450891,0.0434600152,0.01675977
0.168760851,0.107591584,0.0609329157
0.0875516683,-0.21354267,-0.210677162
-0.0663035139,0.0841429606,-0.197046131
-0.273501009,-0.306664526,-0.125340238
0.113115728,0.0667549446,0.0106222434
0.143829599,0.2089753,-0.0340328552
-0.106746212,-0.307452202,-0.144509956
-0.00270164106,-0.122611508,-0.111221209
0.0838761628,0.140436754,-0.049213022
0.0635140911,0.395364672,-0.00304507092
0.0799231529,0.0159176923,0.0723725036
0.275432944,0.0624108054,-0.0485102385
0.0665094554,-0.0322844386,-0.176664874
0.174891755,0.0011249329,-0.115721188
0.256358087,0.209086597,0.120312259
-0.0273887496,-0.135990694,-0.175626472
-0.146577388,-0.149027124,-0.225905463
0.0653587505,0.334721267,-0.142829955
-0.105108857,-0.0996169075,-0.11345385
-0.039948076,0.0293578599,-0.120639145
0.0760715753,0.154273778,0.0395316407
0.323641121,0.0558106452,-0.00248247059
-0.425982505,-0.588983476,-0.238412395
-0.0149392169,-0.322513461,-0.0809769779
0.305540472,0.251754135,-0.0165592097
0.0702675432,0.178906724,-0.0299389716
-0.077308096,0.0869962126,0.0842874274
